files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=8.65 s (158.9 files/s, 13695.9 lines/s)"
519,Java,12031,11336,56609
848,XML,2430,1633,34089
4,Bourne Again Shell,19,20,134
1,IDL,16,0,71
1,DOS Batch,24,2,64
1,YAML,7,3,30
1,CSS,2,0,16
