files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.56 s (113.5 files/s, 12906.3 lines/s)"
29,Java,585,502,2332
4,C,177,251,1605
24,XML,127,11,922
4,C/C++ Header,47,72,282
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
