files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.43 s (63.5 files/s, 1688.4 lines/s)"
23,XML,44,21,198
1,Bourne Shell,21,22,129
1,Java,26,29,127
1,DOS Batch,23,2,59
1,YAML,4,0,13
