files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.01 s (126.7 files/s, 7213.1 lines/s)"
66,Java,834,100,3534
58,XML,263,128,2092
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
1,IDL,6,0,41
1,YAML,9,13,18
