files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.28 s (136.5 files/s, 12811.5 lines/s)"
134,Java,3193,375,10284
37,XML,194,51,1959
1,Bourne Again Shell,19,20,121
1,HTML,12,0,89
1,DOS Batch,24,2,64
1,IDL,2,0,15
