files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.54 s (171.5 files/s, 31763.8 lines/s)"
48,Java,985,3744,7984
39,XML,128,9,3255
4,HTML,151,0,716
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
