files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.37 s (165.5 files/s, 16040.8 lines/s)"
85,Java,2883,1417,10879
130,XML,1125,129,4992
9,HTML,106,0,314
2,Maven,4,1,141
1,CSS,1,0,6
