files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=4.16 s (60.1 files/s, 12509.1 lines/s)"
115,Java,5400,16232,24212
133,XML,825,1678,3410
1,Maven,12,1,135
1,Ant,17,59,16
