files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.76 s (134.9 files/s, 8685.1 lines/s)"
227,XML,1638,3275,6030
7,Java,271,915,2943
2,Ant,34,118,32
1,Lisp,0,1,3
