files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.59 s (87.7 files/s, 48856.9 lines/s)"
5,C,1481,1987,9050
19,Java,1541,5112,7102
23,XML,256,3,1333
1,C++,154,344,407
2,C/C++ Header,23,33,123
2,DOS Batch,0,6,7
