files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.01 s (64.1 files/s, 4393.8 lines/s)"
48,XML,185,26,1738
15,Java,352,230,1668
1,Bourne Again Shell,20,21,123
1,DOS Batch,24,2,64
