files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.22 s (156.2 files/s, 14736.6 lines/s)"
15,Java,439,370,1655
17,XML,80,153,257
1,Bourne Again Shell,20,21,123
1,DOS Batch,24,2,64
